prov,year,ind,ls,w,we,ws,wg,al
四川省,2019,4,0,1,1,1,1,0
四川省,2020,4,0,0,1,0,1,0
四川省,2021,4,0,0,1,1,0,0
四川省,2022,4,0,0,1,1,0,0
江苏省,2021,27,0,1,1,1,1,0
江苏省,2022,27,0,0,1,0,1,1
江苏省,2008,27,0,0,0,1,1,1
江苏省,2009,27,0,0,1,0,1,0
江苏省,2011,27,0,0,0,0,1,0
江苏省,2012,7,0,0,1,0,1,0
江苏省,2013,7,0,0,1,0,1,1
江苏省,2014,7,1,1,1,1,1,1
江苏省,2015,7,0,0,1,0,1,1
江苏省,2016,7,0,0,0,0,1,0
江苏省,2017,7,0,0,1,0,1,0
江苏省,2018,7,0,1,1,1,1,0
江苏省,2019,7,0,1,1,1,1,0
江苏省,2020,7,0,0,1,0,1,0
江苏省,2021,7,0,0,1,0,0,0
江苏省,2022,7,0,0,1,0,0,0
广西壮族自治区,2021,77,0,0,1,0,0,0
广西壮族自治区,2022,77,0,0,1,1,0,1
福建省,2010,24,0,0,0,1,0,1
福建省,2011,24,0,0,0,0,1,0
福建省,2012,24,0,0,0,0,1,1
福建省,2013,24,0,0,0,0,1,1
福建省,2014,24,0,0,0,0,0,0
福建省,2015,24,0,0,0,0,0,0
福建省,2016,24,0,1,1,1,1,0
福建省,2017,24,0,1,1,1,1,0
福建省,2018,24,0,1,1,1,1,0
福建省,2019,24,1,1,1,1,1,1
福建省,2020,24,0,1,1,1,1,0
福建省,2021,24,0,1,1,1,1,0
福建省,2022,24,0,0,1,0,0,0
安徽省,2012,4,0,1,1,1,1,0
安徽省,2013,4,0,0,1,0,1,0
安徽省,2014,4,0,0,1,0,1,0
安徽省,2015,4,1,1,1,1,1,1
安徽省,2016,4,0,0,0,1,0,1
安徽省,2017,4,0,0,0,0,0,1
安徽省,2018,4,0,0,0,1,0,1
安徽省,2019,4,0,0,1,0,1,1
安徽省,2020,4,0,0,1,0,0,1
安徽省,2021,4,0,0,1,0,0,1
安徽省,2022,4,0,0,1,1,0,0
辽宁省,2010,58,0,0,1,0,1,0
四川省,2010,63,1,1,1,1,1,1
四川省,2011,63,0,0,0,0,0,0
四川省,2012,76,0,0,0,1,1,0
四川省,2013,76,0,0,0,1,0,1
四川省,2014,76,0,0,0,0,0,1
四川省,2015,76,0,0,1,1,0,0
四川省,2016,76,0,0,1,0,0,0
四川省,2017,76,0,0,1,0,1,0
四川省,2018,76,0,1,1,1,1,0
四川省,2020,76,0,0,1,1,0,0
四川省,2021,76,0,0,1,1,0,0
浙江省,2014,40,0,0,0,1,0,1
浙江省,2015,60,0,0,0,1,1,1
浙江省,2016,60,0,0,1,1,0,0
浙江省,2017,60,0,1,1,1,1,0
浙江省,2018,60,0,0,1,1,0,0
浙江省,2019,60,0,0,1,1,0,0
浙江省,2020,60,0,0,1,1,0,0
河南省,2008,35,1,1,1,1,1,1
河南省,2009,35,0,0,1,1,0,1
河南省,2010,35,0,1,1,1,1,0
河南省,2011,35,0,1,1,1,1,0
河南省,2012,35,0,1,1,1,1,0
新疆维吾尔自治区,2017,9,0,1,1,1,1,0
新疆维吾尔自治区,2018,9,0,0,1,0,0,0
新疆维吾尔自治区,2019,9,0,0,1,0,0,0
新疆维吾尔自治区,2020,9,0,0,1,0,0,1
新疆维吾尔自治区,2021,9,0,0,0,0,0,0
吉林省,2008,58,1,1,1,1,1,1
吉林省,2009,58,0,0,0,0,1,1
吉林省,2010,58,0,0,1,0,1,0
吉林省,2011,58,0,0,0,0,0,0
吉林省,2012,58,0,0,1,1,0,0
吉林省,2013,58,1,1,1,1,1,1
吉林省,2014,58,0,0,0,1,0,1
吉林省,2015,58,0,0,0,1,1,0
吉林省,2016,58,1,1,1,1,1,1
吉林省,2017,58,0,0,0,1,1,0
吉林省,2018,58,0,0,0,1,1,0
吉林省,2019,58,0,0,0,0,1,0
吉林省,2020,58,0,0,0,0,0,0
吉林省,2021,58,0,0,1,0,1,1
吉林省,2022,58,0,0,1,0,1,0
重庆市,2008,47,0,0,0,1,1,1
重庆市,2009,47,0,0,0,1,0,1
重庆市,2010,47,0,0,0,1,0,0
重庆市,2011,47,0,0,0,1,1,0
重庆市,2012,7,0,0,0,1,0,0
重庆市,2014,7,0,0,0,0,0,0
重庆市,2017,7,0,0,0,1,0,0
重庆市,2022,7,0,0,0,0,0,0
湖北省,2009,45,0,0,1,1,0,1
湖北省,2010,45,0,0,1,0,1,1
湖北省,2011,45,0,0,1,0,1,0
湖北省,2012,45,0,0,1,0,1,1
湖北省,2013,45,0,0,1,0,1,1
湖北省,2014,45,0,0,1,0,1,1
湖北省,2015,45,0,0,1,0,1,1
湖北省,2016,41,0,0,1,0,1,1
湖北省,2017,41,0,0,1,0,1,1
湖北省,2018,41,0,0,1,0,1,1
湖北省,2019,41,1,1,1,1,1,1
湖北省,2020,41,0,0,0,0,0,1
湖北省,2021,41,0,0,0,0,1,1
湖北省,2022,41,0,0,0,0,1,1
四川省,2008,33,0,0,1,0,0,0
四川省,2009,33,0,0,1,0,1,0
四川省,2011,33,0,0,1,0,1,0
四川省,2012,21,0,0,1,0,0,1
四川省,2013,21,0,0,0,0,0,0
四川省,2014,21,0,0,0,0,0,1
四川省,2015,21,0,0,0,0,0,0
四川省,2016,21,0,0,0,0,0,1
四川省,2018,35,0,0,0,1,0,0
四川省,2019,35,1,1,1,1,1,1
四川省,2022,35,0,0,0,0,0,1
安徽省,2008,35,1,1,1,1,1,1
安徽省,2009,35,0,0,0,1,0,0
安徽省,2010,35,0,0,0,1,0,0
安徽省,2011,35,0,0,1,0,0,0
安徽省,2012,35,0,0,0,1,0,0
安徽省,2013,35,0,0,1,0,0,0
安徽省,2014,35,0,0,0,1,0,0
安徽省,2015,35,0,0,0,1,0,0
安徽省,2016,35,0,0,0,1,0,0
安徽省,2017,35,0,0,0,1,0,1
安徽省,2018,35,0,0,0,1,0,0
安徽省,2019,35,0,0,0,1,0,0
安徽省,2020,35,0,0,0,1,0,0
安徽省,2021,35,0,0,0,1,0,1
安徽省,2022,35,0,0,0,1,0,1
福建省,2007,16,0,0,0,0,1,0
福建省,2009,16,0,0,0,0,0,0
福建省,2010,16,0,0,0,1,1,1
福建省,2015,78,0,0,0,0,0,1
宁夏回族自治区,2007,45,0,1,1,1,1,0
宁夏回族自治区,2008,45,0,0,0,0,1,0
宁夏回族自治区,2009,45,0,1,1,1,1,0
宁夏回族自治区,2010,45,0,1,1,1,1,0
宁夏回族自治区,2011,45,0,0,1,1,0,0
宁夏回族自治区,2012,45,0,0,0,1,1,0
宁夏回族自治区,2013,45,0,0,0,1,1,0
宁夏回族自治区,2014,45,0,0,0,1,1,0
宁夏回族自治区,2015,45,0,0,0,1,1,1
宁夏回族自治区,2016,45,0,0,0,1,1,0
宁夏回族自治区,2017,45,0,0,0,1,1,0
宁夏回族自治区,2018,45,0,0,0,1,1,0
宁夏回族自治区,2019,45,0,0,0,1,1,0
宁夏回族自治区,2021,45,0,0,0,1,1,0
广东省,2007,19,0,0,0,0,0,0
广东省,2008,19,0,0,0,1,1,0
广东省,2010,19,0,0,1,0,1,0
广东省,2011,19,0,0,0,0,0,0
广东省,2014,19,0,0,0,0,0,0
广东省,2015,19,0,0,0,0,0,0
广东省,2018,19,0,0,0,0,0,0
广东省,2019,19,0,0,0,0,0,0
广东省,2020,19,0,0,0,1,0,0
广东省,2021,19,0,0,0,0,0,0
广东省,2022,19,0,0,0,1,0,1
天津市,2008,34,0,1,1,1,1,0
天津市,2009,34,0,0,0,1,1,1
天津市,2010,16,0,1,1,1,1,0
天津市,2011,16,0,1,1,1,1,0
天津市,2012,78,0,0,0,0,1,0
天津市,2013,78,0,1,1,1,1,0
天津市,2014,78,0,1,1,1,1,0
天津市,2015,78,0,1,1,1,1,0
天津市,2016,78,0,1,1,1,1,0
天津市,2017,78,0,1,1,1,1,0
天津市,2018,78,0,1,1,1,1,0
天津市,2019,78,0,0,1,0,1,1
天津市,2020,78,0,1,1,1,1,0
天津市,2021,78,0,0,1,0,1,0
天津市,2022,78,0,0,1,0,0,0
山东省,2008,36,0,0,0,1,1,1
山东省,2009,36,0,0,0,1,0,0
山东省,2010,21,0,1,1,1,1,0
山东省,2011,21,0,0,0,0,0,0
山东省,2012,21,0,0,0,1,1,0
山东省,2013,21,0,1,1,1,1,0
山东省,2014,21,0,1,1,1,1,0
山东省,2015,21,1,1,1,1,1,1
山东省,2016,21,0,1,1,1,1,0
山东省,2017,21,0,1,1,1,1,0
山东省,2019,21,0,1,1,1,1,0
山东省,2020,21,1,1,1,1,1,1
山东省,2021,21,0,0,1,1,0,0
山东省,2022,21,1,1,1,1,1,1
吉林省,2019,58,0,0,1,0,1,1
吉林省,2020,58,1,1,1,1,1,1
福建省,2007,24,0,1,1,1,1,0
福建省,2008,24,0,1,1,1,1,0
福建省,2011,24,0,0,1,1,0,1
福建省,2013,24,0,0,1,1,0,0
福建省,2014,24,0,1,1,1,1,0
福建省,2015,24,0,1,1,1,1,0
福建省,2016,25,0,1,1,1,1,0
福建省,2017,25,0,0,1,0,1,0
福建省,2018,25,0,0,1,0,1,0
福建省,2019,25,0,0,1,0,1,0
福建省,2022,25,0,0,0,0,0,1
甘肃省,2015,36,0,0,0,1,0,0
甘肃省,2016,36,0,0,0,1,0,0
甘肃省,2017,36,0,0,1,1,0,0
甘肃省,2018,36,0,1,1,1,1,0
甘肃省,2019,36,0,0,0,0,0,0
甘肃省,2020,36,0,0,0,0,0,0
甘肃省,2021,36,0,0,0,0,0,0
甘肃省,2022,36,0,0,0,0,0,1
山东省,2008,70,0,0,1,1,0,1
山东省,2009,70,0,0,0,1,1,0
山东省,2010,70,0,1,1,1,1,0
山东省,2011,70,0,0,1,0,0,0
山东省,2012,70,0,0,1,0,0,0
山东省,2013,70,0,0,0,0,0,0
山东省,2014,70,0,0,1,0,0,0
山东省,2015,70,0,0,0,0,0,0
山东省,2016,70,0,0,0,0,1,0
山东省,2017,70,0,0,1,0,1,0
山东省,2018,70,0,0,0,1,1,0
山东省,2019,70,0,0,0,0,1,0
山东省,2020,70,0,0,0,0,1,0
山东省,2021,70,0,0,0,0,0,0
山东省,2022,70,0,0,0,0,0,1
江苏省,2019,31,0,1,1,1,1,0
江苏省,2021,31,0,0,1,0,1,0
江苏省,2022,31,0,0,1,1,0,1
山东省,2022,39,0,0,1,1,0,1
内蒙古自治区,2022,45,0,0,0,1,0,0
广东省,2021,76,0,0,0,0,0,0
广东省,2022,76,0,0,0,0,0,0
吉林省,2008,9,0,0,1,0,1,0
吉林省,2009,9,0,0,1,1,0,1
吉林省,2010,9,1,1,1,1,1,1
吉林省,2011,9,0,0,1,0,1,1
吉林省,2012,9,0,0,1,1,0,0
吉林省,2013,9,0,0,1,1,0,1
吉林省,2014,9,1,1,1,1,1,1
吉林省,2015,9,0,1,1,1,1,0
吉林省,2016,9,0,0,1,0,1,1
吉林省,2017,9,0,0,1,0,1,0
吉林省,2018,9,0,0,0,1,1,0
吉林省,2019,9,0,0,0,1,1,0
吉林省,2020,9,0,0,1,0,0,1
吉林省,2021,9,0,0,0,0,0,1
吉林省,2022,9,0,0,0,1,1,1
重庆市,2022,51,0,1,1,1,1,0
广东省,2008,32,0,0,1,0,1,1
广东省,2009,32,0,0,1,0,0,0
广东省,2010,32,0,0,1,0,1,0
广东省,2011,32,0,0,1,0,1,0
广东省,2012,32,0,0,1,0,1,0
广东省,2013,32,0,0,1,0,1,0
广东省,2014,32,1,1,1,1,1,1
广东省,2015,32,0,0,1,0,1,0
广东省,2016,32,0,1,1,1,1,0
广东省,2017,32,0,1,1,1,1,0
广东省,2018,32,0,1,1,1,1,0
广东省,2019,32,1,1,1,1,1,1
广东省,2020,32,0,1,1,1,1,0
广东省,2021,32,0,0,1,0,1,0
广东省,2022,32,0,0,1,0,1,1
辽宁省,2022,29,0,1,1,1,1,0
福建省,2014,78,0,0,1,0,1,0
福建省,2015,78,0,1,1,1,1,0
福建省,2016,78,0,0,1,0,1,0
福建省,2017,78,0,1,1,1,1,0
福建省,2018,78,0,1,1,1,1,0
福建省,2019,78,0,1,1,1,1,0
福建省,2020,78,0,0,1,0,1,0
福建省,2021,78,0,1,1,1,1,0
广西壮族自治区,2019,11,0,0,0,1,0,0
广西壮族自治区,2020,11,0,1,1,1,1,0
广西壮族自治区,2022,11,0,0,0,0,0,0
湖北省,2008,45,0,0,0,0,0,1
湖北省,2009,45,0,0,0,0,1,1
湖北省,2010,45,0,0,0,0,1,1
湖北省,2016,45,0,0,0,0,1,0
湖北省,2019,33,0,0,0,0,0,1
湖北省,2020,33,0,0,0,1,1,1
湖北省,2021,33,0,0,1,0,1,0
湖北省,2022,33,1,1,1,1,1,1
河北省,2008,33,0,0,0,1,0,0
河北省,2009,33,0,0,1,1,0,1
河北省,2010,33,0,0,0,0,1,0
河北省,2011,33,0,0,0,0,1,0
河北省,2012,33,0,0,0,0,1,0
河北省,2013,33,0,0,0,0,1,0
河北省,2014,33,0,0,0,0,1,1
河北省,2015,33,0,0,0,0,1,0
河北省,2016,33,0,0,0,0,1,0
河北省,2017,33,0,0,1,0,1,0
河北省,2018,33,1,1,1,1,1,1
河北省,2019,33,0,0,1,0,1,0
河北省,2020,33,0,0,1,0,1,0
河北省,2021,33,0,0,1,0,1,1
河北省,2022,33,0,0,0,0,1,1
广东省,2015,9,0,0,1,0,1,1
广东省,2016,9,0,1,1,1,1,0
广东省,2017,9,0,0,1,0,0,0
广东省,2018,9,0,0,1,1,0,0
广东省,2019,9,0,1,1,1,1,0
广东省,2020,9,0,0,1,1,0,0
广东省,2021,9,0,1,1,1,1,0
广东省,2022,9,1,1,1,1,1,1
广东省,2008,33,0,0,0,0,1,1
广东省,2009,33,0,0,0,0,1,1
广东省,2010,33,0,0,0,0,1,1
广东省,2021,33,0,0,0,1,0,0
广东省,2022,33,0,0,1,1,0,0
吉林省,2010,66,0,0,0,1,1,0
吉林省,2011,66,0,1,1,1,1,0
吉林省,2012,66,0,1,1,1,1,0
吉林省,2013,66,0,1,1,1,1,0
吉林省,2014,66,0,1,1,1,1,0
吉林省,2015,66,1,1,1,1,1,1
吉林省,2016,66,1,1,1,1,1,1
吉林省,2017,66,1,1,1,1,1,1
吉林省,2018,66,1,1,1,1,1,1
吉林省,2019,66,0,1,1,1,1,0
吉林省,2020,66,1,1,1,1,1,1
吉林省,2021,66,0,1,1,1,1,0
吉林省,2022,66,0,0,1,0,1,0
河南省,2020,60,0,0,1,0,0,0
河南省,2021,60,0,0,0,0,1,0
河南省,2022,60,0,0,0,1,0,1
北京市,2008,46,0,0,0,0,0,0
北京市,2010,46,0,0,0,1,0,0
北京市,2011,46,0,0,0,0,0,1
北京市,2013,46,0,0,0,0,0,0
北京市,2014,46,0,0,0,0,0,0
北京市,2015,46,0,0,0,0,1,0
北京市,2016,46,0,0,0,0,0,0
北京市,2017,46,0,0,0,0,0,0
北京市,2018,46,0,0,0,0,0,1
北京市,2020,46,0,0,0,1,0,0
北京市,2021,46,0,0,1,0,1,0
山东省,2008,75,0,0,0,0,0,0
山东省,2009,75,0,0,1,0,0,1
山东省,2010,75,1,1,1,1,1,1
山东省,2011,75,0,0,0,0,1,1
山东省,2012,75,0,0,1,0,1,1
山东省,2013,75,0,0,0,1,0,0
山东省,2014,75,0,0,0,1,0,0
山东省,2015,75,0,0,0,1,0,0
山东省,2016,75,0,0,0,1,0,0
山东省,2017,75,0,0,0,1,0,0
山东省,2018,75,0,0,1,1,0,0
山东省,2019,75,0,0,1,1,0,0
山东省,2020,75,0,0,1,1,0,0
山东省,2021,75,0,1,1,1,1,0
山东省,2022,75,0,0,1,1,0,0
江苏省,2009,19,0,0,1,0,1,1
江苏省,2021,46,0,0,1,1,0,0
江苏省,2022,46,0,0,1,0,1,0
安徽省,2008,9,0,0,1,1,0,1
安徽省,2009,9,1,1,1,1,1,1
安徽省,2010,9,0,0,1,0,0,0
安徽省,2011,9,0,0,1,1,0,0
安徽省,2012,9,1,1,1,1,1,1
安徽省,2013,9,0,0,1,0,1,0
安徽省,2014,9,0,0,1,0,1,0
安徽省,2017,9,0,0,0,0,0,1
安徽省,2018,9,0,0,0,1,0,0
安徽省,2019,9,0,0,0,0,0,0
安徽省,2020,9,0,0,1,0,1,1
安徽省,2021,9,0,0,1,0,1,1
北京市,2008,4,0,0,1,0,1,1
北京市,2009,4,0,0,1,0,1,1
北京市,2010,4,0,0,0,0,1,0
北京市,2011,4,0,0,0,0,1,0
北京市,2012,4,0,0,0,0,1,0
北京市,2013,4,0,1,1,1,1,0
北京市,2014,4,0,0,0,1,1,0
北京市,2015,4,0,0,0,0,1,0
北京市,2016,4,0,1,1,1,1,0
北京市,2017,4,0,1,1,1,1,0
北京市,2018,4,0,0,1,0,1,0
北京市,2019,4,0,0,1,0,1,0
北京市,2020,4,0,1,1,1,1,0
北京市,2021,4,0,1,1,1,1,0
贵州省,2022,46,0,0,1,0,1,1
海南省,2014,5,0,0,1,0,0,0
海南省,2015,5,0,1,1,1,1,0
海南省,2016,5,0,0,0,1,1,0
海南省,2017,5,0,0,0,1,1,0
海南省,2018,5,0,0,1,1,0,0
海南省,2019,5,0,0,0,1,0,0
海南省,2020,5,1,1,1,1,1,1
海南省,2021,5,0,1,1,1,1,0
海南省,2022,5,1,1,1,1,1,1
江苏省,2016,47,0,0,0,1,1,0
江苏省,2017,47,0,0,0,1,1,1
广西壮族自治区,2022,9,0,0,0,1,1,1
福建省,2007,34,0,0,0,1,1,1
福建省,2009,34,0,0,0,1,0,0
福建省,2011,78,0,0,1,1,0,0
福建省,2014,68,0,0,1,0,0,0
福建省,2015,68,0,0,1,0,0,0
福建省,2016,68,0,0,1,0,0,0
福建省,2017,68,0,0,1,0,0,0
福建省,2018,68,0,0,1,0,1,0
福建省,2019,68,0,0,1,0,1,0
福建省,2020,68,0,0,1,0,1,0
福建省,2021,68,0,0,1,0,1,0
福建省,2022,68,0,0,1,0,0,0
山东省,2017,58,0,0,0,0,0,0
山东省,2018,58,0,0,0,0,0,0
山东省,2020,58,0,0,0,0,0,0
山东省,2021,58,0,0,0,0,0,0
北京市,2008,12,0,0,0,1,1,1
北京市,2009,12,0,0,0,1,1,0
北京市,2010,51,0,0,0,0,1,0
北京市,2011,51,0,0,0,1,1,0
北京市,2012,51,0,0,0,1,1,1
北京市,2013,51,0,0,0,1,1,0
北京市,2014,51,0,0,1,0,1,0
北京市,2015,51,0,1,1,1,1,0
北京市,2016,51,1,1,1,1,1,1
北京市,2017,51,1,1,1,1,1,1
北京市,2018,51,1,1,1,1,1,1
北京市,2019,51,1,1,1,1,1,1
北京市,2020,51,1,1,1,1,1,1
北京市,2021,51,0,0,0,1,1,1
北京市,2022,51,0,0,1,1,0,0
辽宁省,2021,33,0,0,1,0,1,1
辽宁省,2022,33,0,0,0,0,0,0
西藏自治区,2011,21,1,1,1,1,1,1
西藏自治区,2012,21,0,0,1,1,0,0
西藏自治区,2013,21,0,0,1,0,0,1
西藏自治区,2014,21,1,1,1,1,1,1
西藏自治区,2015,21,1,1,1,1,1,1
西藏自治区,2016,21,1,1,1,1,1,1
西藏自治区,2017,21,0,0,1,1,0,1
西藏自治区,2018,21,0,0,1,1,0,1
西藏自治区,2020,21,0,0,0,1,0,0
西藏自治区,2021,21,0,0,0,0,1,0
西藏自治区,2022,21,0,0,1,1,0,0
陕西省,2008,47,0,0,1,0,0,1
陕西省,2009,47,0,0,1,0,1,0
陕西省,2010,47,0,0,1,0,1,0
陕西省,2011,47,0,0,1,0,1,0
陕西省,2012,47,0,0,1,0,1,0
陕西省,2013,47,0,0,1,0,1,0
陕西省,2014,47,0,0,0,1,1,0
陕西省,2015,47,0,0,0,1,1,0
陕西省,2016,47,0,0,0,0,1,0
陕西省,2017,47,0,0,0,1,1,0
陕西省,2018,47,0,0,0,0,1,0
陕西省,2019,47,0,0,0,1,1,0
陕西省,2020,47,0,0,1,0,1,0
陕西省,2021,47,0,0,1,1,0,1
陕西省,2022,47,0,0,1,1,0,0
广东省,2010,9,0,1,1,1,1,0
广东省,2011,9,0,0,0,1,0,0
广东省,2012,9,0,0,1,1,0,0
广东省,2013,9,0,0,0,0,0,1
广东省,2014,9,0,0,1,0,0,0
广东省,2018,9,0,0,1,1,0,0
广东省,2019,9,0,0,1,1,0,0
广东省,2020,9,0,0,1,1,0,0
广东省,2021,9,0,0,1,1,0,1
广东省,2022,9,0,0,1,1,0,1
江苏省,2022,27,0,0,1,1,0,1
河北省,2008,49,0,0,1,0,0,0
河北省,2009,49,0,1,1,1,1,0
河北省,2010,49,0,0,0,1,1,0
河北省,2011,49,0,0,0,1,1,0
河北省,2012,49,0,0,1,0,1,1
河北省,2013,49,0,0,0,1,0,0
河北省,2014,49,0,1,1,1,1,0
河北省,2015,49,0,0,0,1,0,0
河北省,2016,49,0,0,0,1,0,0
河北省,2017,49,0,0,0,1,1,0
河北省,2018,49,0,0,0,1,0,0
河北省,2019,49,0,0,1,1,0,0
河北省,2020,49,0,1,1,1,1,0
河北省,2021,49,0,0,0,0,1,0
湖北省,2008,9,0,0,0,1,1,1
湖北省,2009,9,0,0,0,1,0,1
湖北省,2010,9,0,0,0,1,0,0
湖北省,2011,9,0,0,0,1,0,0
湖北省,2012,9,0,0,0,1,1,0
湖北省,2013,9,0,0,1,1,0,0
湖北省,2014,9,0,0,0,1,0,1
湖北省,2015,9,0,0,0,1,0,0
湖北省,2016,9,0,0,0,1,0,0
湖北省,2021,9,0,0,1,0,0,1
湖北省,2022,9,0,0,0,1,1,1
北京市,2010,36,0,1,1,1,1,0
北京市,2011,36,0,1,1,1,1,0
北京市,2018,36,0,1,1,1,1,0
北京市,2019,36,0,1,1,1,1,0
北京市,2020,36,0,1,1,1,1,0
北京市,2021,36,0,0,0,1,0,1
北京市,2022,36,0,0,0,1,1,0
青海省,2008,45,0,0,0,0,0,0
青海省,2009,45,0,0,0,1,0,1
青海省,2010,45,0,0,0,0,0,1
青海省,2011,45,0,0,0,0,0,1
青海省,2012,45,0,0,1,0,0,1
青海省,2013,45,0,0,1,0,1,0
青海省,2014,45,0,0,0,0,1,0
青海省,2015,45,0,0,1,0,1,1
青海省,2016,45,0,0,1,0,1,0
青海省,2017,45,0,0,1,0,1,0
青海省,2018,45,0,0,0,0,0,0
青海省,2019,45,0,0,0,0,1,0
青海省,2021,45,0,0,0,0,0,1
海南省,2008,39,0,0,0,0,0,0
海南省,2009,39,0,0,0,0,1,0
海南省,2010,39,0,0,0,0,0,0
海南省,2011,39,0,0,0,1,0,0
海南省,2012,60,0,0,0,1,1,0
海南省,2013,60,0,0,0,0,0,0
海南省,2014,60,0,0,1,0,0,0
海南省,2015,60,0,0,0,1,0,0
海南省,2016,60,0,0,0,0,0,0
海南省,2017,60,0,0,0,0,1,0
海南省,2018,60,0,0,1,0,1,0
海南省,2019,60,0,0,0,0,0,0
海南省,2020,60,0,0,0,0,0,0
海南省,2021,60,0,0,1,0,0,0
福建省,2007,12,1,1,1,1,1,1
福建省,2008,12,0,0,1,0,0,1
福建省,2009,12,0,0,1,0,0,0
福建省,2010,66,0,0,1,1,0,0
福建省,2011,66,0,0,1,1,0,0
福建省,2012,66,0,0,1,1,0,0
福建省,2013,66,0,0,1,1,0,0
福建省,2014,66,0,0,1,1,0,0
福建省,2015,66,0,0,1,1,0,0
福建省,2016,66,0,0,1,1,0,0
福建省,2017,66,0,0,1,1,0,0
福建省,2018,66,0,1,1,1,1,0
福建省,2019,66,0,0,1,0,1,0
福建省,2020,66,0,1,1,1,1,0
福建省,2021,66,0,0,0,1,0,0
福建省,2022,66,0,1,1,1,1,0
吉林省,2008,7,0,0,1,1,0,0
吉林省,2009,7,0,1,1,1,1,0
吉林省,2010,7,0,1,1,1,1,0
吉林省,2011,7,0,1,1,1,1,0
吉林省,2012,7,0,0,1,0,1,1
吉林省,2013,7,0,0,1,0,1,0
吉林省,2014,7,0,1,1,1,1,0
吉林省,2015,7,0,0,0,0,0,0
吉林省,2016,7,0,0,1,0,1,0
吉林省,2017,7,0,0,1,0,0,0
吉林省,2018,7,0,0,1,0,0,0
吉林省,2019,7,0,0,0,0,0,0
吉林省,2020,7,0,0,1,1,0,0
云南省,2008,35,0,0,1,0,0,1
云南省,2011,35,0,0,0,0,0,0
云南省,2012,35,0,0,0,0,0,0
云南省,2013,35,0,0,0,0,0,0
云南省,2018,35,0,0,1,0,0,1
云南省,2019,35,0,0,0,0,0,0
云南省,2020,35,0,0,0,1,0,0
云南省,2022,35,0,0,0,0,0,1
四川省,2022,46,0,0,1,0,0,1
宁夏回族自治区,2009,57,0,1,1,1,1,0
宁夏回族自治区,2010,57,0,1,1,1,1,0
宁夏回族自治区,2011,57,0,1,1,1,1,0
宁夏回族自治区,2014,57,0,1,1,1,1,0
宁夏回族自治区,2015,57,0,1,1,1,1,0
宁夏回族自治区,2016,57,0,1,1,1,1,0
宁夏回族自治区,2017,57,1,1,1,1,1,1
宁夏回族自治区,2018,57,1,1,1,1,1,1
宁夏回族自治区,2019,57,1,1,1,1,1,1
宁夏回族自治区,2020,57,1,1,1,1,1,1
宁夏回族自治区,2021,57,1,1,1,1,1,1
宁夏回族自治区,2022,57,1,1,1,1,1,1
湖南省,2008,29,1,1,1,1,1,1
湖南省,2009,29,0,0,0,1,0,0
湖南省,2010,29,0,0,1,1,0,0
湖南省,2011,29,0,0,1,0,0,0
湖南省,2012,29,0,1,1,1,1,0
湖南省,2015,29,0,0,1,0,1,0
湖南省,2016,29,0,0,1,0,1,0
湖南省,2017,29,0,1,1,1,1,0
湖南省,2018,29,1,1,1,1,1,1
湖南省,2019,29,0,0,1,0,1,0
湖南省,2020,29,1,1,1,1,1,1
湖南省,2021,29,0,1,1,1,1,0
湖南省,2022,29,0,1,1,1,1,0
山东省,2008,45,1,1,1,1,1,1
山东省,2009,45,0,0,0,0,0,0
山西省,2009,33,0,0,0,0,0,0
山西省,2010,33,0,0,0,0,1,0
山西省,2012,33,0,0,0,0,0,1
山西省,2013,33,0,0,0,0,1,1
山西省,2014,33,0,0,1,0,1,1
山西省,2015,33,0,0,0,0,1,0
山西省,2016,33,0,0,1,0,0,0
山西省,2017,33,0,0,1,0,1,0
山西省,2018,33,0,0,0,1,1,1
山西省,2019,33,0,0,0,0,1,0
山西省,2020,33,0,0,1,0,1,0
山西省,2021,33,0,0,1,0,1,0
山西省,2022,33,0,0,0,0,0,0
湖北省,2012,17,0,0,0,0,0,1
湖北省,2013,17,0,0,0,1,0,0
湖北省,2014,17,0,0,0,0,1,1
湖北省,2015,17,0,0,0,1,1,1
湖北省,2016,17,0,0,0,1,0,0
湖北省,2017,17,1,1,1,1,1,1
湖北省,2018,17,1,1,1,1,1,1
湖北省,2019,17,0,0,0,1,1,0
江西省,2010,68,0,1,1,1,1,0
江西省,2011,68,0,1,1,1,1,0
山西省,2008,35,0,0,0,1,0,0
山西省,2009,35,0,0,0,1,0,1
山西省,2013,35,0,0,1,0,1,0
山西省,2014,35,0,0,1,0,0,0
山西省,2015,35,1,1,1,1,1,1
广西壮族自治区,2022,16,0,1,1,1,1,0
四川省,2008,23,0,0,1,1,0,0
四川省,2009,23,0,0,1,1,0,0
四川省,2010,23,0,0,0,1,0,0
四川省,2011,23,0,0,1,1,0,0
四川省,2014,4,0,0,1,1,0,0
四川省,2016,4,0,0,0,1,0,0
四川省,2017,4,0,0,0,1,0,0
四川省,2018,4,0,0,0,1,0,0
四川省,2019,4,0,0,0,1,0,0
四川省,2020,4,0,0,0,1,1,0
四川省,2021,4,0,0,0,1,0,0
四川省,2022,4,0,0,1,1,0,0
北京市,2018,4,0,0,0,0,0,1
北京市,2019,4,0,0,0,1,0,1
北京市,2020,4,1,1,1,1,1,1
广东省,2009,36,1,1,1,1,1,1
